"","rcid","session","date","unres","me","nu","di","hr","co","ec"
"420",976,22,1967-11-02,"R/22/2259",0,0,0,0,1,0
"421",977,22,1967-11-01,"R/22/2269",0,0,0,0,0,0
"422",978,22,1967-11-02,"R/22/2270A",0,0,0,0,1,0
"423",979,22,1967-11-02,"R/22/2270B",0,0,0,0,1,0
"424",980,22,1967-11-06,"R/22/2271A",0,0,0,0,0,0
"425",981,22,1967-11-06,"R/22/2271B",0,0,0,0,0,0
"426",982,22,1967-11-06,"R/22/2271C",0,0,0,0,0,0
"427",983,22,1967-11-06,"R/22/2271D",0,0,0,0,0,0
"428",984,22,1967-11-06,"R/22/2271E",0,0,0,0,0,0
"429",985,22,1967-12-01,"R/22/2286",0,1,1,0,0,0
"430",986,22,1967-12-03,"R/22/2288A",0,0,0,0,1,1
"431",987,22,1967-12-03,"R/22/2288B",0,0,0,0,1,1
"432",988,22,1967-12-04,"R/22/2289",0,1,1,0,0,0
"433",989,22,1967-12-01,"R/22/2298",0,0,0,0,0,1
"434",990,22,1967-12-01,"R/22/2299A",0,0,0,0,0,1
"435",991,22,1967-12-01,"R/22/2299B",0,0,0,0,0,1
"436",992,22,1967-12-02,"R/22/2309",0,1,0,0,0,0
"437",993,22,1967-12-03,"R/22/2311A",0,0,0,0,1,0
"438",994,22,1967-12-03,"R/22/2311B",0,0,0,0,1,0
"439",995,22,1967-12-03,"R/22/2311C",0,0,0,0,1,0
"440",996,22,1967-12-04,"R/22/2321",0,0,0,0,0,1
"441",997,22,1967-12-05,"R/22/2324",0,0,0,0,0,0
"442",998,22,1967-12-05,"R/22/2325",0,0,0,0,1,0
"443",999,22,1967-12-07,"R/22/2327",0,0,0,0,0,0
"444",1000,22,1967-12-07,"R/22/2328A",0,0,0,0,0,0
"445",1001,22,1967-12-07,"R/22/2328B",0,0,0,0,0,0
"446",1002,22,1967-12-07,"R/22/2338A",0,0,0,1,0,0
"447",1003,22,1967-12-07,"R/22/2338B",0,0,0,1,0,0
"448",1004,22,1967-12-07,"R/22/2338C",0,0,0,1,0,0
"449",1005,22,1967-12-07,"R/22/2338D",0,0,0,1,0,0
"450",1006,22,1967-12-01,"R/22/2344",0,1,1,0,0,0
"451",1007,22,1967-12-01,"R/22/2348",0,0,0,0,1,0
"452",1008,22,1967-12-01,"R/22/2350",0,0,0,0,1,0
"453",1009,22,1967-12-01,"R/22/2353",0,0,0,0,1,0
"454",1010,22,1967-12-01,"R/22/2356",0,0,0,0,1,0
"455",1011,22,1967-12-01,"R/22/2357A",0,0,0,0,1,0
"456",1012,22,1967-12-01,"R/22/2357B",0,0,0,0,1,0
"457",1013,22,1967-12-01,"R/22/2359",0,0,0,0,0,0
"458",1014,22,1968-06-03,NA,0,1,1,0,0,0
"459",1015,22,1968-06-03,NA,0,0,0,0,0,0
"460",1066,24,1969-09-01,NA,0,0,0,0,0,0
"461",1067,24,1969-10-02,"R/24/2498",0,0,0,0,0,0
"462",1068,24,1969-11-02,"R/24/2500A",0,0,0,0,0,0
"463",1069,24,1969-11-02,"R/24/2500B",0,0,0,0,0,0
"464",1070,24,1969-11-03,"R/24/2504A",0,0,0,0,1,0
"465",1071,24,1969-11-03,"R/24/2504B",0,0,0,0,1,0
"466",1072,24,1969-11-03,"R/24/2504C",0,0,0,0,1,0
"467",1073,24,1969-11-04,"R/24/2506",0,0,0,0,1,0
"468",1074,24,1969-11-05,"R/24/2507",0,0,0,0,1,0
"469",1075,24,1969-11-05,"R/24/2508",0,0,0,0,1,0
"470",1076,24,1969-11-05,"R/24/2511",0,0,0,0,0,1
"471",1077,24,1969-11-02,"R/24/2516",0,0,0,0,0,0
"472",1078,24,1969-12-03,"R/24/2517",0,0,0,0,0,0
"473",1079,24,1969-12-06,"R/24/2521",0,0,0,0,1,0
"474",1080,24,1969-12-05,"R/24/2535A",1,0,0,0,1,0
"475",1081,24,1969-12-05,"R/24/2535B",1,0,0,0,1,0
"476",1082,24,1969-12-05,"R/24/2535C",1,0,0,1,0,0
"477",1083,24,1969-12-06,"R/24/2546",1,0,0,1,1,0
"478",1084,24,1969-12-06,"R/24/2547",0,0,0,0,1,0
"479",1085,24,1969-12-06,"R/24/2545",0,0,0,1,0,0
"480",1086,24,1969-12-07,"R/24/2559",0,0,0,0,1,0
"481",1087,24,1969-12-07,"R/24/2558",0,0,0,0,1,0
"482",1088,24,1969-12-07,NA,0,0,0,0,1,0
"483",1089,24,1969-12-07,NA,0,0,0,0,1,0
"484",1090,24,1969-12-07,NA,0,0,0,0,1,0
"485",1091,24,1969-12-07,NA,0,0,0,0,0,0
"486",1092,24,1969-12-03,"R/24/2580",0,0,0,0,0,0
"487",1093,24,1969-12-03,NA,0,0,0,0,0,1
"488",1094,24,1969-12-03,NA,0,0,0,1,0,0
"489",1095,24,1969-12-03,NA,0,0,0,0,1,0
"490",1096,24,1969-12-03,"R/24/2587",0,0,0,1,0,0
"491",1097,24,1969-12-04,"R/24/2594",0,0,0,1,0,0
"492",1098,24,1969-12-04,"R/24/2595",0,0,0,1,0,0
"493",1099,24,1969-12-04,"R/24/2591",0,0,0,0,1,0
"494",1100,24,1969-12-04,"R/24/2592",0,0,0,0,1,0
"495",1101,24,1969-12-04,"R/24/2593",0,0,0,0,1,0
"496",1102,24,1969-12-04,"R/24/2590",0,0,0,0,1,0
"497",1103,24,1969-12-04,NA,0,0,1,0,0,0
"498",1104,24,1969-12-04,"R/24/2603",0,0,1,0,0,0
"499",1105,24,1969-12-04,NA,0,1,0,0,0,0
"500",1106,24,1969-12-04,NA,0,1,0,0,0,0
"501",1107,24,1969-12-05,NA,0,0,0,0,0,0
"502",1108,24,1969-12-05,NA,0,0,0,0,0,0
"503",1109,24,1969-12-05,NA,0,0,0,0,0,0
"504",1177,26,1971-09-06,"R/26/2752",0,0,0,0,0,0
"505",1178,26,1971-09-06,"R/26/2753",0,0,0,0,0,0
"506",1179,26,1971-09-02,NA,0,0,0,0,0,0
"507",1180,26,1971-09-02,NA,0,0,0,0,1,0
"508",1181,26,1971-09-03,NA,0,0,0,0,1,0
"509",1182,26,1971-10-03,"R/26/2754A",0,0,0,0,0,0
"510",1183,26,1971-10-03,"R/26/2754B",0,0,0,0,0,0
"511",1184,26,1971-10-07,"R/26/2758A",0,0,0,0,0,0
"512",1185,26,1971-10-07,"R/26/2758B",0,0,0,0,0,0
"513",1186,26,1971-10-07,"R/26/2758C",0,0,0,0,0,0
"514",1187,26,1971-10-07,"R/26/2758D",0,0,0,0,0,0
"515",1188,26,1971-10-07,"R/26/2758E",0,0,0,0,0,0
"516",1189,26,1971-10-07,"R/26/2758F",0,0,0,0,0,0
"517",1190,26,1971-10-07,"R/26/2758G",0,0,0,0,0,0
"518",1191,26,1971-11-03,"R/26/2762",0,0,0,0,0,0
"519",1192,26,1971-11-04,"R/26/2764",0,0,0,1,0,0
"520",1193,26,1971-11-04,"R/26/2765A",0,0,0,0,1,0
"521",1194,26,1971-11-03,"R/26/2765B",0,0,0,0,1,0
"522",1195,26,1971-11-03,"R/26/2771",0,0,0,0,0,0
"523",1196,26,1971-11-03,"R/26/2770",0,0,0,1,0,0
"524",1197,26,1971-11-03,"R/26/2776",0,0,0,0,0,0
"525",1198,26,1971-11-03,"R/26/2775A",0,0,0,1,0,0
"526",1199,26,1971-11-03,"R/26/2775B",0,0,0,1,0,0
"527",1200,26,1971-11-03,"R/26/2775C",0,0,0,1,0,0
"528",1201,26,1971-11-03,"R/26/2775D",0,0,0,1,0,0
"529",1202,26,1971-11-03,"R/26/2775E",0,0,0,1,0,0
"530",1203,26,1971-11-03,"R/26/2775F",0,0,0,1,0,0
"531",1204,26,1971-11-03,"R/26/2775G",0,0,0,1,0,0
"532",1205,26,1971-11-03,"R/26/2775H",0,0,1,1,0,0
"533",1206,26,1971-11-03,"R/26/2774",0,0,0,0,0,0
"534",1207,26,1971-12-05,"R/26/2792A",1,0,0,0,1,0
"535",1208,26,1971-12-05,"R/26/2792B",1,0,0,0,0,0
"536",1209,26,1971-12-05,"R/26/2792C",1,0,0,0,0,0
"537",1210,26,1971-12-05,"R/26/2784A",0,0,0,1,0,0
"538",1211,26,1971-12-05,"R/26/2784B",0,0,0,1,0,0
"539",1212,26,1971-12-05,"R/26/2784C",0,0,0,1,1,0
"540",1213,26,1971-12-05,"R/26/2784D",0,0,0,1,0,0
"541",1214,26,1971-12-05,"R/26/2784E",0,0,0,1,0,0
"542",1215,26,1971-12-05,"R/26/2784F",0,0,1,0,0,0
"543",1216,26,1971-12-05,"R/26/2783A",0,0,0,1,0,0
"544",1217,26,1971-12-05,"R/26/2783B",0,0,0,1,1,0
"545",1218,26,1971-12-05,"R/26/2783C",0,0,0,1,0,0
"546",1219,26,1971-12-05,"R/26/2783D",0,0,0,1,0,0
"547",1220,26,1971-12-05,"R/26/2783E",0,0,0,1,0,0
"548",1221,26,1971-12-05,"R/26/2786A",0,0,0,1,1,0
"549",1222,26,1971-12-05,"R/26/2786B",0,0,0,1,0,0
"550",1223,26,1971-12-05,"R/26/2786C",0,0,0,1,0,0
"551",1224,26,1971-12-05,"R/26/2787A",1,0,0,0,1,0
"552",1225,26,1971-12-05,"R/26/2787B",1,0,0,0,1,0
"553",1226,26,1971-12-05,"R/26/2787C",0,0,0,0,1,0
"554",1227,26,1971-12-06,"R/26/2790",0,0,0,0,0,0
"555",1228,26,1971-12-01,"R/26/2794",0,0,0,0,0,0
"556",1229,26,1971-12-02,"R/26/2795",0,0,0,0,1,0
"557",1230,26,1971-12-02,"R/26/2796",0,0,0,0,1,0
"558",1231,26,1971-12-05,"R/26/2799A",1,0,0,0,0,0
"559",1232,26,1971-12-05,"R/26/2799B",1,0,0,0,0,0
"560",1233,26,1971-12-05,"R/26/2799C",1,0,0,0,0,0
"561",1234,26,1971-12-05,"R/26/2799D",1,0,0,0,0,0
"562",1235,26,1971-12-05,"R/26/2799E",0,0,0,0,0,0
"563",1236,26,1971-12-05,"R/26/2799F",1,0,0,0,0,0
"564",1237,26,1971-12-05,"R/26/2799G",1,0,0,0,0,0
"565",1238,26,1971-12-05,"R/26/2799H",1,0,0,0,0,0
"566",1239,26,1971-12-05,"R/26/2799I",1,0,0,0,0,0
"567",1240,26,1971-12-05,"R/26/2799J",1,0,0,0,0,0
"568",1241,26,1971-12-06,"R/26/2813A",0,0,0,0,0,1
"569",1242,26,1971-12-06,"R/26/2813B",0,0,0,0,0,1
"570",1243,26,1971-12-06,"R/26/2813C",0,1,0,0,0,1
"571",1244,26,1971-12-06,"R/26/2813D",0,0,0,0,0,1
"572",1245,26,1971-12-06,"R/26/2814",0,0,0,0,0,1
"573",1246,26,1971-12-06,"R/26/2816A",0,0,0,0,0,1
"574",1247,26,1971-12-06,"R/26/2816B",0,0,0,0,0,1
"575",1248,26,1971-12-06,"R/26/2816C",0,0,0,0,0,1
"576",1249,26,1971-12-06,"R/26/2816D",0,0,0,0,0,1
"577",1250,26,1971-12-01,"R/26/2825A",0,0,1,0,0,0
"578",1251,26,1971-12-01,"R/26/2825B",0,0,1,0,0,0
"579",1252,26,1971-12-01,"R/26/2832A",0,0,0,0,0,0
"580",1253,26,1971-12-01,"R/26/2832B",0,0,0,0,0,0
"581",1254,26,1971-12-01,"R/26/2832C",0,0,0,0,0,0
"582",1255,26,1971-12-01,"R/26/2828A",0,1,1,0,0,0
"583",1256,26,1971-12-01,"R/26/2828B",0,1,1,0,0,0
"584",1257,26,1971-12-01,"R/26/2828C",0,1,1,0,0,0
"585",1258,26,1971-12-01,"R/26/2828D",0,1,1,0,0,0
"586",1259,26,1971-12-01,"R/26/2828E",0,1,1,0,0,0
"587",1260,26,1971-12-01,"R/26/2827A",0,0,1,0,0,0
"588",1261,26,1971-12-01,"R/26/2827B",0,0,1,0,0,0
"589",1262,26,1971-12-01,"R/26/2827C",0,0,1,0,0,0
"590",1263,26,1971-12-03,"R/26/2841A",0,0,0,0,0,0
"591",1264,26,1971-12-03,"R/26/2841B",0,0,0,0,0,0
"592",1265,26,1971-12-05,"R/26/2862A",0,0,0,0,0,0
"593",1266,26,1971-12-05,"R/26/2862B",0,0,0,0,0,0
"594",1267,26,1971-12-05,"R/26/2851",1,0,0,1,1,0
"595",1268,26,1971-12-05,"R/26/2850A",0,0,0,0,0,0
"596",1269,26,1971-12-05,"R/26/2850B",0,0,0,0,0,0
"597",1270,26,1971-12-05,"R/26/2850C",0,0,0,0,0,0
"598",1271,26,1971-12-05,"R/26/2850D",0,0,0,0,0,0
"599",1272,26,1971-12-05,"R/26/2847",0,0,0,0,0,1
"600",1273,26,1971-12-05,"R/26/2857",0,0,0,0,0,0
"601",1274,26,1971-12-05,"R/26/2868",0,0,0,0,0,0
"602",1275,26,1971-12-05,"R/26/2873A",0,0,0,0,1,0
"603",1276,26,1971-12-05,"R/26/2874",0,0,0,0,1,0
"604",1277,26,1971-12-05,"R/26/2879",0,0,0,0,1,0
"605",1278,26,1971-12-05,"R/26/2873B",0,0,0,0,1,0
"606",1279,26,1971-12-05,"R/26/2878",0,0,0,0,1,0
"607",1280,26,1971-12-05,"R/26/2871",0,0,0,0,0,0
"608",1281,26,1971-12-05,"R/26/2872",0,0,0,0,0,0
"609",1282,26,1971-12-05,"R/26/2877",0,0,0,0,1,0
"610",1283,26,1971-12-05,"R/26/2875",0,0,0,0,0,0
"611",1284,26,1971-12-05,"R/26/2865",0,0,0,0,0,0
"612",1285,26,1971-12-05,"R/26/2867",0,0,0,0,1,0
"613",1286,26,1971-12-06,"R/26/2880",0,0,0,0,0,0
"614",1287,26,1971-12-06,"R/26/2881A",0,0,0,0,0,0
"615",1288,26,1971-12-06,"R/26/2881B",0,0,0,0,0,0
"616",1289,26,1971-12-07,"R/26/2889",0,0,0,0,0,0
"617",1290,26,1971-12-07,"R/26/2890",0,0,0,0,0,0
"618",1291,26,1971-12-07,"R/26/2891",0,0,0,0,0,0
"619",1292,26,1971-12-07,"R/26/2892",0,0,0,0,0,0
"620",1293,26,1971-12-07,"R/26/2893",0,0,0,0,0,0
"621",1294,26,1971-12-07,"R/26/2894",0,0,0,0,0,0
"622",1295,26,1971-12-07,"R/26/2895",0,0,0,0,0,0
"623",1296,26,1971-12-07,"R/26/2896",0,0,0,0,0,0
"624",1297,26,1971-12-07,"R/26/2897",0,0,0,0,0,0
"625",1298,26,1971-12-07,"R/26/2899A",0,0,0,0,0,0
"626",1299,26,1971-12-07,"R/26/2899B",0,0,0,0,0,0
"627",1300,26,1971-12-07,"R/26/2899C",0,0,0,0,0,0
"628",1301,26,1971-12-07,"R/26/2900",0,0,0,0,0,0
"629",1302,26,1971-12-07,"R/26/2901",0,0,0,0,0,0
"630",1412,28,1973-12-02,"R/28/3184A",0,0,1,0,0,0
"631",1413,28,1973-12-02,"R/28/3184B",0,1,1,0,0,0
"632",1414,28,1973-12-02,"R/28/3184C",0,0,1,0,0,0
"633",1415,28,1973-12-04,"R/28/3079",0,1,1,0,0,0
"634",1416,28,1973-12-04,"R/28/3080",0,0,0,0,0,0
"635",1417,28,1973-12-04,"R/28/3077",0,0,1,0,0,0
"636",1418,28,1973-12-04,"R/28/3078A",0,1,1,0,0,0
"637",1419,28,1973-12-04,"R/28/3078B",0,1,1,0,0,0
"638",1420,28,1973-12-05,"R/28/3154A",0,1,0,0,0,0
"639",1421,28,1973-12-05,"R/28/3154B",0,1,0,0,0,0
"640",1422,28,1973-12-05,"R/28/3154C",0,1,0,0,0,0
"641",1423,28,1973-11-03,"R/28/3154D",0,1,0,0,0,0
"642",1424,28,1973-10-05,NA,0,0,0,0,0,0
"643",1425,28,1973-12-03,NA,0,0,0,0,0,0
"644",1426,28,1973-10-06,"R/28/3181A",0,0,0,0,0,0
"645",1427,28,1973-10-07,"R/28/3181B",0,0,0,0,0,0
"646",1428,28,1973-12-01,"R/28/3181C",0,0,0,0,0,0
"647",1429,28,1973-12-01,"R/28/3181D",0,0,0,0,0,0
"648",1430,28,1973-12-05,"R/28/3092A",1,0,0,1,1,0
"649",1431,28,1973-12-05,"R/28/3092B",1,0,0,1,1,0
"650",1432,28,1973-12-05,"R/28/3089A",1,0,0,0,0,0
"651",1433,28,1973-12-05,"R/28/3089B",1,0,0,0,0,0
"652",1434,28,1973-12-05,"R/28/3089C",0,0,0,0,0,0
"653",1435,28,1973-12-05,"R/28/3089D",0,0,0,0,0,0
"654",1436,28,1973-12-01,"R/28/3171A",0,0,0,0,0,1
"655",1437,28,1973-12-01,"R/28/3171B",0,0,0,0,0,1
"656",1438,28,1973-12-01,"R/28/3171C",0,0,0,0,0,1
"657",1439,28,1973-12-01,"R/28/3171D",0,0,0,0,0,1
"658",1440,28,1973-12-01,"R/28/3175A",0,0,0,0,1,1
"659",1441,28,1973-12-01,"R/28/3175B",1,0,0,0,1,1
"660",1442,28,1973-12-04,"R/28/3122",0,0,0,0,0,1
"661",1443,28,1973-12-04,"R/28/3083",0,0,0,0,0,0
"662",1444,28,1973-12-04,"R/28/3081A",0,0,0,0,0,0
"663",1445,28,1973-12-04,"R/28/3081B",0,0,0,0,0,0
"664",1446,28,1973-12-05,"R/28/3093A",0,0,0,0,0,0
"665",1447,28,1973-12-05,"R/28/3093B",0,0,0,0,0,0
"666",1448,28,1973-12-01,"R/28/3167",0,0,0,0,0,0
"667",1449,28,1973-12-01,"R/28/3169",0,0,0,0,0,1
"668",1450,28,1973-12-01,"R/28/3172",0,0,0,0,0,0
"669",1451,28,1973-12-04,"R/28/3129",0,0,0,0,0,0
"670",1452,28,1973-12-04,"R/28/3128",0,0,0,1,0,0
"671",1453,28,1973-12-05,"R/28/3148",0,0,0,0,0,1
"672",1454,28,1973-12-05,"R/28/3149A",0,0,0,1,0,0
"673",1455,28,1973-12-05,"R/28/3149B",0,0,0,1,0,0
"674",1456,28,1973-12-02,"R/28/3187",0,0,0,0,1,0
"675",1457,28,1973-11-07,"R/28/3074A",0,0,0,1,0,0
"676",1458,28,1973-12-01,"R/28/3074B",0,0,0,1,0,0
"677",1459,28,1973-12-01,"R/28/3074C",0,0,0,1,0,0
"678",1460,28,1973-12-01,"R/28/3074D",0,0,0,1,0,0
"679",1461,28,1973-12-01,"R/28/3074E",0,0,0,1,0,0
"680",1462,28,1973-12-03,"R/28/3117A",0,0,0,1,0,0
"681",1463,28,1973-12-03,"R/28/3117B",0,0,0,1,1,0
"682",1464,28,1973-12-05,"R/28/3142",0,0,0,0,0,0
"683",1465,28,1973-12-03,"R/28/3110",0,0,0,0,1,0
"684",1466,28,1973-12-03,"R/28/3118",0,0,0,0,1,0
"685",1467,28,1973-12-03,"R/28/3117",0,0,0,0,1,0
"686",1468,28,1973-12-05,"R/28/3156",0,0,0,0,0,0
"687",1469,28,1973-12-05,"R/28/3164A",0,0,0,0,1,0
"688",1470,28,1973-12-05,"R/28/3164B",0,0,0,0,1,0
"689",1471,28,1973-12-05,"R/28/3163",0,0,0,0,1,0
"690",1472,28,1973-12-05,"R/28/3155",0,0,0,0,1,0
"691",1473,28,1973-12-05,"R/28/3157",0,0,0,0,1,0
"692",1474,28,1973-12-05,"R/28/3158",0,0,0,0,0,0
"693",1475,28,1973-12-05,"R/28/3159",0,0,0,0,1,0
"694",1476,28,1973-12-05,"R/28/3160",0,0,0,0,0,0
"695",1477,28,1973-12-05,"R/28/3161",0,0,0,0,1,0
"696",1478,28,1973-12-05,"R/28/3162",0,0,0,0,0,0
"697",1479,28,1973-10-01,"R/28/3055",0,0,0,1,0,0
"698",1480,28,1973-12-05,"R/28/3151A",0,0,0,1,0,0
"699",1481,28,1973-12-05,"R/28/3151B",0,0,0,1,0,0
"700",1482,28,1973-12-05,"R/28/3151C",0,0,0,1,0,0
"701",1483,28,1973-12-05,"R/28/3151D",0,0,0,1,0,0
"702",1484,28,1973-12-05,"R/28/3151E",0,0,0,1,0,0
"703",1485,28,1973-12-05,"R/28/3151F",0,0,0,1,0,0
"704",1486,28,1973-12-05,"R/28/3151G",0,0,0,1,0,0
"705",1487,28,1973-12-05,"R/28/3151H",0,0,0,1,0,0
"706",1488,28,1973-12-03,"R/28/3111",0,0,0,0,1,0
"707",1489,28,1973-12-03,"R/28/3112",0,0,0,0,0,0
"708",1490,28,1973-10-03,"R/28/3061A",0,0,0,0,0,0
"709",1491,28,1973-11-03,"R/28/3061B",0,0,0,0,0,0
"710",1492,28,1973-12-03,"R/28/3113A",0,0,0,0,1,0
"711",1493,28,1973-12-03,"R/28/3113B",0,0,0,0,1,0
"712",1494,28,1973-12-03,"R/28/3115",0,0,0,0,1,0
"713",1495,28,1973-12-03,"R/28/3116",0,0,0,0,1,0
"714",1496,28,1973-12-03,"R/28/3119",0,0,0,0,0,0
"715",1497,28,1973-12-02,"R/28/3101",0,0,0,0,0,0
"716",1498,28,1973-12-02,"R/28/3195A",0,0,0,0,0,0
"717",1499,28,1973-12-02,"R/28/3195B",0,0,0,0,0,0
"718",1500,28,1973-12-02,"R/28/3196",0,0,0,0,0,0
"719",1501,28,1973-12-02,"R/28/3197",0,0,0,0,0,0
"720",1502,28,1973-12-02,"R/28/3198A",0,0,0,0,0,0
"721",1503,28,1973-12-02,"R/28/3198B",0,0,0,0,0,0
"722",1504,28,1973-12-02,"R/28/3198C",0,0,0,0,0,0
"723",1505,28,1973-12-02,"R/28/3198D",0,0,0,0,0,0
"724",1582,30,1975-11-01,"R/30/3375",1,0,0,0,0,0
"725",1583,30,1975-11-01,"R/30/3376",1,0,0,0,0,0
"726",1584,30,1975-11-04,"R/30/3395",0,0,0,0,0,0
"727",1585,30,1975-12-07,"R/30/3414",1,0,0,0,1,0
"728",1586,30,1975-12-06,"R/30/3481",0,0,0,0,1,0
"729",1587,30,1975-12-06,"R/30/3482",0,0,0,0,1,0
"730",1588,30,1975-11-02,"R/30/3389",0,0,0,0,0,0
"731",1589,30,1975-11-02,"R/30/3390A",0,0,0,0,0,0
"732",1590,30,1975-11-02,"R/30/3390B",0,0,0,0,0,0
"733",1591,30,1975-12-06,"R/30/3463",0,0,0,0,0,0
"734",1592,30,1975-12-06,"R/30/3466",0,1,1,0,0,0
"735",1593,30,1975-12-06,"R/30/3467",0,1,1,0,0,0
"736",1594,30,1975-12-06,"R/30/3468",0,0,0,0,0,0
"737",1595,30,1975-12-06,"R/30/3471",0,1,1,0,0,0
"738",1596,30,1975-12-06,"R/30/3472A",0,1,1,0,0,0
"739",1597,30,1975-12-06,"R/30/3472B",0,1,0,0,0,0
"740",1598,30,1975-12-06,"R/30/3473",0,1,1,0,0,0
"741",1599,30,1975-12-06,"R/30/3474",1,1,1,0,0,0
"742",1600,30,1975-12-06,"R/30/3477",0,1,1,0,0,0
"743",1601,30,1975-12-06,"R/30/3478",0,1,1,0,0,0
"744",1602,30,1975-12-06,"R/30/3479",0,1,1,0,0,0
"745",1603,30,1975-12-07,"R/30/3484A",0,1,1,0,0,0
"746",1604,30,1975-12-07,"R/30/3484B",0,0,1,0,0,0
"747",1605,30,1975-12-07,"R/30/3484C",0,1,1,0,0,0
"748",1606,30,1975-12-07,"R/30/3484D",0,0,1,0,0,0
"749",1607,30,1975-12-07,"R/30/3484E",0,0,1,0,0,0
"750",1608,30,1975-11-06,"R/30/3411C",0,0,0,0,0,0
"751",1609,30,1975-11-06,"R/30/3411D",0,0,0,1,0,0
"752",1610,30,1975-11-06,"R/30/3411F",0,0,0,1,0,0
"753",1611,30,1975-12-05,"R/30/3411G",0,0,0,1,0,0
"754",1612,30,1975-12-03,"R/30/3419B",1,0,0,0,0,0
"755",1613,30,1975-12-03,"R/30/3419C",1,0,0,0,1,0
"756",1614,30,1975-12-03,"R/30/3525A",1,0,0,1,1,0
"757",1615,30,1975-12-03,"R/30/3525B",1,0,0,1,1,0
"758",1616,30,1975-12-03,"R/30/3525C",1,0,0,1,1,0
"759",1617,30,1975-12-03,"R/30/3525D",1,0,0,0,0,0
"760",1618,30,1975-12-07,"R/30/3586",0,0,0,0,0,1
"761",1619,30,1975-12-03,"R/30/3516",0,0,1,0,0,0
"762",1620,30,1975-11-01,"R/30/3377",0,0,0,1,0,0
"763",1621,30,1975-11-01,"R/30/3378",0,0,0,1,0,0
"764",1622,30,1975-11-01,"R/30/3379",1,0,0,1,0,0
"765",1623,30,1975-11-01,"R/30/3383",0,0,0,1,1,0
"766",1624,30,1975-12-04,"R/30/3448",0,0,0,1,0,0
"767",1625,30,1975-12-04,"R/30/3450",0,0,0,0,0,0
"768",1626,30,1975-12-04,"R/30/3451",0,0,0,1,0,0
"769",1627,30,1975-12-03,"R/30/3519",0,0,0,0,0,0
"770",1628,30,1975-12-03,"R/30/3520",0,0,0,1,0,0
"771",1629,30,1975-12-03,"R/30/3521",0,0,0,1,0,0
"772",1630,30,1975-11-05,"R/30/3397",0,0,0,0,0,0
"773",1631,30,1975-11-05,"R/30/3398",0,0,0,0,1,0
"774",1632,30,1975-12-03,"R/30/3420",0,0,0,0,1,0
"775",1633,30,1975-12-03,"R/30/3421",0,0,0,0,1,0
"776",1634,30,1975-12-03,"R/30/3424",0,0,0,0,1,0
"777",1635,30,1975-12-03,"R/30/3429",0,0,0,0,1,0
"778",1636,30,1975-12-03,"R/30/3432",0,0,0,0,1,0
"779",1637,30,1975-12-03,"R/30/3433",0,0,0,0,1,0
"780",1638,30,1975-12-05,"R/30/3458A",0,0,0,0,0,0
"781",1639,30,1975-12-05,"R/30/3458B",0,0,0,0,0,0
"782",1640,30,1975-12-06,"R/30/3480",0,0,0,0,1,0
"783",1641,30,1975-12-07,"R/30/3485",0,0,0,0,1,0
"784",1642,30,1975-11-05,"R/30/3374B",0,0,0,0,0,0
"785",1643,30,1975-12-05,"R/30/3532",0,0,0,0,0,1
"786",1644,30,1975-12-05,"R/30/3533",0,0,0,0,0,0
"787",1645,30,1975-12-05,"R/30/3535",0,0,0,1,0,0
"788",1646,30,1975-12-05,"R/30/3537",0,0,0,0,0,0
"789",1647,30,1975-12-05,"R/30/3538",0,0,0,0,0,0
"790",1648,30,1975-12-05,"R/30/3539A",0,0,0,1,1,0
"791",1649,30,1975-12-05,"R/30/3539C",0,0,0,0,0,0
"792",1650,30,1975-12-05,"R/30/3540",0,0,0,0,0,0
"793",1651,30,1975-12-05,"R/30/3541",0,0,0,0,0,0
"794",1741,32,1977-10-05,"R/32/5",1,0,0,0,1,0
"795",1742,32,1977-11-05,"R/32/7",0,0,0,0,1,0
"796",1743,32,1977-11-01,"R/32/9C",0,0,0,0,0,0
"797",1744,32,1977-11-01,"R/32/9D",0,0,0,1,1,0
"798",1745,32,1977-11-01,"R/32/9E",0,0,0,0,0,0
"799",1746,32,1977-11-01,"R/32/9F",0,0,0,0,0,0
"800",1747,32,1977-11-01,"R/32/9G",0,0,0,0,0,0
"801",1748,32,1977-11-01,"R/32/9H",0,0,0,0,0,0
"802",1749,32,1977-11-06,"R/32/15",0,0,0,0,0,0
"803",1750,32,1977-11-01,"R/32/20",1,0,0,0,1,0
"804",1751,32,1977-12-03,"R/32/40A",1,0,0,0,0,0
"805",1752,32,1977-12-03,"R/32/40B",1,0,0,1,0,0
"806",1753,32,1977-12-01,"R/32/42",0,0,0,0,1,0
"807",1754,32,1977-12-01,"R/32/105B",0,0,0,1,0,0
"808",1755,32,1977-12-01,"R/32/105C",0,0,0,1,0,1
"809",1756,32,1977-12-01,"R/32/105D",1,0,0,0,0,0
"810",1757,32,1977-12-01,"R/32/105F",0,0,0,0,0,1
"811",1758,32,1977-12-01,"R/32/105G",0,0,0,0,0,0
"812",1759,32,1977-12-01,"R/32/105H",0,0,0,1,0,0
"813",1760,32,1977-12-01,"R/32/105I",0,0,0,1,0,0
"814",1761,32,1977-12-01,"R/32/105J",0,0,0,1,0,0
"815",1762,32,1977-12-01,"R/32/105K",0,0,0,0,0,0
"816",1763,32,1977-12-01,"R/32/105L",0,0,0,1,0,0
